date,sp500_open,sp500_high,sp500_low,sp500_close,sp500_volume,sp500_high_low,nasdaq_open,nasdaq_high,nasdaq_low,nasdaq_close,nasdaq_volume,nasdaq_high_low,us_rates,CPI,usd_chf,eur_usd,GDP,silver_open,silver_high,silver_low,silver_close,silver_volume,silver_high_low,oil_open,oil_high,oil_low,oil_close,oil_volume,oil_high_low,platinum_open,platinum_high,platinum_low,platinum_close,platinum_volume,platinum_high_low,palladium_open,palladium_high,palladium_low,palladium_close,palladium_volume,palladium_high_low,gold_open,gold_high,gold_low,gold_close,gold_volume
"2011-08-29","119.56","121.43","118.06","121.36","190438148.0","3.3700000000000045","53.64","54.67","53.64","54.61","45985800.0","1.0300000000000011","","","0.8188","1.451","","40.65","40.76","40.05","40.54","348543.0","0.7100000000000009","33.97","34.02","33.69","33.96","7031612.0","0.3300000000000054","181.51","181.51","180.0","180.94","94400.0","1.509999999999991","75.24","75.24","74.41","74.68","49172.0","0.8299999999999983","175.945","176.01","172.88","173.89","25212442.0"
"2011-08-30","120.83","122.43","119.26","121.68","240892012.0","3.1700000000000017","54.39","55.3","54.11","54.97","61617900.0","1.1899999999999975","","","0.8173","1.4435","","41.15","41.36","40.52","41.23","617495.0","0.8399999999999963","33.98","34.63","33.72","34.44","9363864.0","0.9100000000000036","182.34","183.98","181.8008","183.98","96900.0","2.1791999999999803","75.83","77.24","75.34","76.84","108546.0","1.8999999999999917","177.7","179.31","176.66","179.1","23398408.0"
"2011-08-31","122.46","123.51","121.3","122.22","301480767.0","2.210000000000008","55.29","55.74","54.6","55.06","60900400.0","1.1400000000000006","","","0.8038","1.4406","","41.36","41.75","40.95","41.25","362239.0","0.7999999999999972","34.33","34.76","34.235","34.51","9444930.0","0.5249999999999986","183.01","183.74","182.6","182.75","43300.0","1.1400000000000148","77.5","78.32","77.04","77.43","126681.0","1.279999999999987","177.73","179.16","176.33","177.72","16050857.0"
"2011-09-01","122.29","123.4","120.78","120.94","254226774.0","2.6200000000000045","55.21","55.64","54.46","54.56","57158400.0","1.1799999999999995","0.08","226.597","0.7951","1.4283","","41.21","41.57","40.94","41.34","313728.0","0.6300000000000026","34.48","34.89","34.33","34.47","8558498.0","0.5600000000000023","182.49","183.78","182.05","183.4","45400.0","1.7299999999999898","77.05","78.19","76.76","77.91","72059.0","1.4299999999999926","177.44","178.26","176.55","177.87","13894466.0"
"2011-09-02","118.42","120.87","117.43","117.85","255119283.0","3.4399999999999977","53.58","54.6143","52.99","53.28","58185700.0","1.624299999999998","","","0.7862","1.4203","","42.64","43.13","42.4","42.98","552227.0","0.730000000000004","33.37","33.94","33.165","33.64","11890059.0","0.7749999999999986","185.76","186.63","185.205","186.36","115000.0","1.424999999999983","77.57","77.6625","76.65","77.14","50128.0","1.0124999999999886","182.8199","183.51","182.1","183.238","19909444.0"
"2011-09-06","114.39","117.16","114.38","116.99","284897438.0","2.780000000000001","52.04","53.366","51.91","53.29","52992200.0","1.456000000000003","","","0.8593","1.3999","","41.96","42.4199","41.29","41.88","718756.0","1.1298999999999992","32.62","33.61","32.6","33.59","8912913.0","1.009999999999998","185.19","185.68","183.06","183.81","114200.0","2.6200000000000045","75.55","75.55","73.7","74.36","95297.0","1.8499999999999943","184.58","185.85","181.31","182.9","30207480.0"
"2011-09-07","118.76","120.34","118.36","120.29","209475736.0","1.980000000000004","54.03","54.65","53.9","54.64","48952200.0","0.75","","","0.8599","1.4058","","40.38","41.5308","40.11","41.37","583773.0","1.4207999999999998","34.02","34.82","33.94","34.69","10781403.0","0.8800000000000026","179.84","181.13","179.5008","180.38","106400.0","1.629199999999997","73.82","74.649","73.77","74.512","39165.0","0.8790000000000049","176.19","178.09","174.45","177.08","30729085.0"
"2011-09-08","119.57","120.94","118.77","119.04","249532924.0","2.1700000000000017","54.37","55.1684","54.21","54.39","61422800.0","0.9583999999999976","","","0.8714","1.3947","","42.29","42.32","41.78","42.03","282907.0","0.5399999999999991","34.65","35.0","34.39","34.46","9298834.0","0.6099999999999994","183.02","184.36","182.4101","184.29","82400.0","1.9499000000000135","75.44","75.79","74.84","74.91","92327.0","0.9500000000000028","181.39","182.12","179.77","181.81","20695193.0"
"2011-09-09","117.68","119.06","115.28","115.92","379839727.0","3.780000000000001","54.01","54.2399","52.85","53.18","63663500.0","1.3898999999999972","","","0.884","1.3666","","41.39","42.0709","40.91","41.38","334255.0","1.1609000000000052","33.69","33.97","33.25","33.85","10902609.0","0.7199999999999989","181.75","182.6192","180.7209","181.33","95200.0","1.898300000000006","73.72","73.7284","72.77","73.01","83481.0","0.9583999999999976","179.76","181.95","179.17","180.7","25429192.0"
"2011-09-12","114.47","116.76","114.05","116.67","304103460.0","2.710000000000008","52.89","53.9","52.57","53.86","65973000.0","1.3299999999999983","","","0.8834","1.3635","","40.61","41.0092","39.45","39.98","528205.0","1.559199999999997","33.5799","34.49","33.55","34.42","9696135.0","0.9400000000000048","179.452","180.2","177.87","179.15","48900.0","2.329999999999984","71.78","72.2345","69.27","69.96","291950.0","2.964500000000001","178.49","178.99","175.33","176.67","21788441.0"
"2011-09-13","117.05","118.18","116.22","117.74","272091085.0","1.960000000000008","54.08","54.69","53.8","54.58","59020000.0","0.8900000000000006","","","0.8795","1.368","","40.35","41.03","40.12","40.69","260115.0","0.9100000000000036","34.62","35.0785","34.4","34.85","9721278.0","0.6784999999999997","179.34","180.2","178.36","179.75","65200.0","1.839999999999975","71.05","72.35","70.65","71.79","117798.0","1.6999999999999886","177.52","179.54","176.29","178.54","17223091.0"
"2011-09-14","118.34","120.8","116.72","119.37","317698271.0","4.079999999999998","54.85","55.98","54.32","55.36","90757300.0","1.6599999999999966","","","0.8772","1.371","","40.5","40.61","40.001","40.42","447840.0","0.6090000000000018","34.74","34.83","34.18","34.34","10970565.0","0.6499999999999986","179.8","180.22","179.14","179.58","42700.0","1.0800000000000125","71.5","71.63","71.06","71.15","60556.0","0.5699999999999932","177.55","177.78","176.05","177.21","18098280.0"
"2011-09-15","120.65","121.47","119.4","121.43","326067873.0","2.069999999999993","55.97","56.28","55.39","56.18","83536100.0","0.8900000000000006","","","0.8705","1.3858","","39.85","40.11","39.08","39.6","589164.0","1.0300000000000011","34.73","34.96","34.5316","34.6","9028369.0","0.4284000000000034","177.96","178.04","175.54","177.13","97300.0","2.5","71.68","71.91","71.04","71.91","131416.0","0.8699999999999903","174.61","174.85","172.56","174.4","20875554.0"
"2011-09-16","121.29","121.97","120.32","121.52","283874681.0","1.6500000000000057","56.25","56.65","56.09","56.59","91902100.0","0.5599999999999952","","","0.8753","1.3783","","39.8","40.65","39.77","40.19","266145.0","0.8799999999999955","34.65","34.7","33.77","34.14","10440854.0","0.9299999999999996","177.48","179.86","177.44","179.06","41400.0","2.420000000000016","72.59","72.855","71.79","72.22","61381.0","1.0649999999999975","173.72","177.4","173.71","176.03","20693541.0"
"2011-09-19","119.53","120.93","118.72","120.31","239823961.0","2.210000000000008","55.9","56.91","55.43","56.61","73042900.0","1.4799999999999969","","","0.8839","1.3636","","39.98","39.99","38.7","39.48","487393.0","1.2899999999999991","33.26","33.46","32.89","33.29","8656843.0","0.5700000000000003","178.15","178.3","174.74","175.94","303900.0","3.5600000000000023","71.3","71.3","70.28","70.71","254642.0","1.019999999999996","176.83","176.86","172.2","173.31","18218594.0"
"2011-09-20","120.82","121.99","120.01","120.17","218316019.0","1.9799999999999895","56.9","57.35","56.23","56.36","66570100.0","1.1200000000000043","","","0.8879","1.3697","","39.07","40.04","38.95","39.6","432318.0","1.0899999999999963","33.33","33.94","33.2","33.43","7661261.0","0.7399999999999949","175.21","176.8","175.07","176.18","161700.0","1.7300000000000182","70.72","71.1192","70.58","70.76","367160.0","0.5392000000000081","173.18","176.37","172.84","175.78","12661057.0"
"2011-09-21","120.23","120.6","116.44","116.63","315614847.0","4.159999999999997","56.65","56.93","55.37","55.38","79938000.0","1.5600000000000025","","","0.8932","1.3724","","39.87","40.4199","39.14","39.315","274237.0","1.2798999999999978","33.49","34.06","32.91","32.92","12206573.0","1.1500000000000057","175.68","176.75","174.62","175.04","83900.0","2.1299999999999955","70.85","71.09","68.53","68.53","153924.0","2.5600000000000023","174.79","176.73","173.14","173.59","16405264.0"
"2011-09-22","113.25","114.21","111.3","112.86","512946022.0","2.9099999999999966","53.93","54.46","52.75","53.58","151885500.0","1.7100000000000009","","","0.9073","1.3446","","36.97","37.0328","35.26","35.66","1630141.0","1.7728000000000037","31.4","31.83","30.85","31.13","21923901.0","0.9799999999999968","170.16","170.3799","166.01","167.05","165800.0","4.369900000000001","65.06","65.94","63.91","63.92","487041.0","2.030000000000001","169.3","170.32","167.48","169.05","32455460.0"
"2011-09-23","112.11","114.16","112.02","113.54","306183274.0","2.140000000000001","53.14","54.38","53.091","54.15","85940600.0","1.2890000000000017","","","0.9035","1.3518","","32.46","33.16","29.7","30.57","2431879.0","3.4599999999999973","30.69","31.3","30.59","31.09","15987557.0","0.7100000000000009","162.9","163.37","158.37","158.85","171800.0","5.0","65.02","65.46","62.07","62.255","455227.0","3.389999999999993","164.51","165.72","158.55","159.8","52977111.0"
"2011-09-26","114.61","116.4","112.98","116.24","260314367.0","3.4200000000000017","54.42","54.88","53.21","54.78","96261400.0","1.6700000000000017","","","0.9022","1.3516","","28.05","30.57","28.0","30.32","1092407.0","2.5700000000000003","30.71","31.5","30.23","31.47","10530017.0","1.2699999999999996","154.19","155.02","152.21","153.57","289800.0","2.8100000000000023","62.26","62.84","61.42","62.21","360721.0","1.4200000000000017","157.12","158.8","154.19","157.58","42320511.0"
"2011-09-27","118.53","119.56","116.84","117.54","311231680.0","2.719999999999999","55.7","56.2","54.98","55.35","81148600.0","1.220000000000006","","","0.8959","1.3606","","32.67","32.71","31.25","31.79","1042194.0","1.4600000000000009","32.12","32.83","32.0829","32.37","12460499.0","0.7470999999999961","155.95","156.3992","154.51","154.8","139800.0","1.8892000000000169","64.84","65.08","63.92","64.01","206698.0","1.1599999999999966","161.61","162.29","159.91","160.63","25077257.0"
"2011-09-28","117.78","118.49","114.97","115.14","286147551.0","3.519999999999996","55.57","55.97","54.4","54.53","76757100.0","1.5700000000000005","","","0.8955","1.3628","","31.36","31.61","29.3065","29.41","725682.0","2.3035","32.38","32.49","31.17","31.25","12778743.0","1.3200000000000005","154.23","154.4","149.96","150.71","146000.0","4.439999999999998","63.81","63.97","61.08","61.61","127429.0","2.890000000000001","160.73","161.29","155.56","156.22","21932619.0"
"2011-09-29","117.05","117.63","113.93","116.05","297687450.0","3.6999999999999886","55.36","55.43","52.97","53.88","116900200.0","2.460000000000001","","","0.8947","1.3639","","30.55","30.79","29.71","30.55","350954.0","1.0799999999999983","32.14","32.51","31.66","31.97","13768533.0","0.8499999999999979","152.32","152.32","150.11","151.52","91900.0","2.2099999999999795","61.84","62.02","61.0","61.32","164151.0","1.0200000000000031","158.12","158.2","156.14","157.7","17223568.0"
"2011-09-30","114.45","115.45","113.07","113.15","288287488.0","2.3800000000000097","53.18","53.61","52.46","52.49","104870100.0","1.1499999999999986","","","0.9048","1.3449","","30.18","30.4064","29.47","29.52","395642.0","0.9364000000000026","31.09","31.57","30.46","30.49","15654091.0","1.1099999999999994","149.9","150.85","148.7","150.32","82200.0","2.1500000000000057","60.52","60.89","60.0","60.0","369899.0","0.8900000000000006","157.3","160.0","156.33","158.06","16769046.0"
"2011-10-03","112.49","113.95","109.81","109.93","364341597.0","4.140000000000001","52.04","52.85","51.11","51.14","99149500.0","1.740000000000002","","","0.9151","1.3281","","30.59","30.74","30.01","30.04","402032.0","0.7299999999999969","30.01","30.82","29.71","29.74","16599864.0","1.1099999999999994","148.81","150.114","147.68","148.23","279800.0","2.433999999999997","58.97","59.2135","57.9","57.91","268359.0","1.3135000000000048","161.09","161.56","159.93","160.96","14105979.0"
"2011-10-04","108.35","112.58","107.43","112.34","458235197.0","5.149999999999992","50.595","52.29","50.095","52.19","137013700.0","2.1950000000000003","","","0.9223","1.3294","","30.22","30.25","28.46","29.7","578328.0","1.7899999999999991","29.4","30.1801","29.1","29.91","19258590.0","1.080099999999998","146.84","146.88","143.2","145.79","188800.0","3.680000000000007","58.15","58.25","53.6","54.64","373584.0","4.649999999999999","160.95","161.03","155.27","157.644","24023515.0"
"2011-10-05","112.62","114.72","111.58","114.42","283515241.0","3.140000000000001","52.07","53.6787","51.66","53.53","108825700.0","2.0187000000000026","","","0.9228","1.3328","","29.44","30.43","29.1","30.26","432082.0","1.3299999999999983","30.06","30.895","29.78","30.84","19774679.0","1.1149999999999984","142.91","147.72","141.82","147.03","140600.0","5.900000000000006","54.41","56.93","52.9","56.42","370468.0","4.030000000000001","158.01","160.32","156.4355","159.46","15127963.0"
"2011-10-06","114.36","116.66","113.51","116.49","257354587.0","3.1499999999999915","53.47","54.44","53.21","54.43","71939200.0","1.2299999999999969","","","0.9219","1.3408","","30.67","32.0","30.5","31.86","380278.0","1.5","30.74","32.08","30.62","31.98","13989866.0","1.4599999999999973","147.66","150.3399","146.79","149.5","79000.0","3.549900000000008","58.22","60.0","57.57","59.88","88632.0","2.43","160.02","161.11","158.77","160.49","12386047.0"
"2011-10-07","117.17","117.25","115.06","115.71","312140434.0","2.1899999999999977","54.41","54.66","53.72","54.07","72525200.0","0.9399999999999976","","","0.9151","1.3512","","32.11","32.3493","30.53","30.87","404626.0","1.8192999999999984","32.22","32.42","31.49","32.04","15758927.0","0.9300000000000032","151.42","151.42","146.82","147.6","92500.0","4.599999999999994","60.2","60.34","57.8","58.36","124301.0","2.5400000000000063","161.02","161.58","158.23","159.18","12977372.0"
"2011-10-10","117.68","119.63","117.67","119.58","230112993.0","1.9599999999999935","54.98","55.94","54.89","55.94","48230200.0","1.0499999999999972","","","","","","31.87","32.11","31.61","31.87","388058.0","0.5","32.73","33.3","32.68","33.24","11410636.0","0.6199999999999974","150.44","151.07","149.68","150.75","60300.0","1.3899999999999864","60.59","61.06","60.23","60.78","62491.0","0.8300000000000054","162.05","163.32","161.14","163.266","8936828.0"
"2011-10-11","118.87","120.04","118.75","119.7","208801747.0","1.2900000000000065","55.81","56.46","55.7","56.32","66449100.0","0.759999999999998","","","0.9065","1.3657","","31.6","32.052","31.5","32.01","263710.0","0.5519999999999996","32.85","33.53","32.65","33.01","12179609.0","0.8800000000000026","150.0","150.62","149.82","150.46","78500.0","0.8000000000000114","59.84","60.64","59.5276","60.04","62332.0","1.112400000000001","162.21","162.51","161.2133","162.1","8253929.0"
"2011-10-12","120.6","122.14","120.33","120.75","281302289.0","1.8100000000000025","56.87","57.23","56.56","56.6","85627600.0","0.6699999999999946","","","0.8944","1.3805","","32.47","32.61","32.01","32.39","273776.0","0.6000000000000014","33.22","33.45","32.89","32.92","7438348.0","0.5600000000000023","153.26","153.6","152.37","153.38","115800.0","1.2299999999999898","60.52","60.69","59.97","60.32","101731.0","0.7199999999999989","163.7","164.0","162.5","163.26","10866834.0"
"2011-10-13","120.04","120.87","119.12","120.51","211963751.0","1.75","56.49","57.19","56.43","57.12","63443700.0","0.759999999999998","","","0.9","1.373","","31.89","31.89","31.25","31.59","268149.0","0.6400000000000006","32.58","32.99","32.19","32.65","10204346.0","0.8000000000000043","152.02","152.07","150.79","151.4","45500.0","1.2800000000000011","59.9","59.9","58.246","58.68","61566.0","1.6539999999999964","162.3","162.48","160.82","162.3","8327056.0"
"2011-10-14","121.91","122.6","121.23","122.57","211138668.0","1.3699999999999903","57.84","58.19","57.51","58.18","65643600.0","0.6799999999999997","","","0.8934","1.3861","","32.0","32.24","31.54","31.96","254575.0","0.7000000000000028","33.66","33.87","33.3311","33.87","8281485.0","0.5388999999999982","154.01","154.08","152.58","153.655","40500.0","1.5","60.75","62.0","60.37","61.82","72156.0","1.6300000000000026","163.33","163.82","162.25","163.4","9737804.0"
"2011-10-17","121.99","122.55","119.93","120.23","201641246.0","2.6199999999999903","57.9","58.09","56.9716","57.28","65161300.0","1.1184000000000012","","","0.8979","1.377","","32.03","32.04","31.2995","31.7","248221.0","0.7405000000000008","33.55","33.67","33.25","33.43","6512842.0","0.4200000000000017","155.29","155.29","153.25","153.92","81300.0","2.039999999999992","62.49","62.64","60.5","61.03","57250.0","2.140000000000001","164.0","164.16","161.95","162.62","8752014.0"
"2011-10-18","120.14","123.5","119.2","122.58","318129364.0","4.299999999999997","57.19","58.29","56.66","57.99","91434600.0","1.6300000000000026","","","0.9012","1.3719","","30.87","32.13","30.36","32.0","340538.0","1.7700000000000031","33.63","34.45","33.14","34.15","10260069.0","1.3100000000000025","151.51","152.68","150.2","152.0","64900.0","2.480000000000018","60.16","61.87","59.51","61.45","296518.0","2.3599999999999994","159.96","162.03","158.303","161.84","15363273.0"
"2011-10-19","122.38","123.08","120.71","121.13","226406028.0","2.3700000000000045","57.71","57.85","56.68","56.87","67639400.0","1.1700000000000017","","","0.9022","1.3775","","31.6","31.7296","30.73","30.84","268737.0","0.9996000000000008","34.15","34.63","33.22","33.31","10579691.0","1.4100000000000037","151.77","151.96","149.62","150.09","37100.0","2.3400000000000034","61.5","61.74","59.376","59.66","67511.0","2.3640000000000043","161.09","161.43","159.55","159.87","8520672.0"
"2011-10-20","121.43","122.1","119.82","121.66","261835661.0","2.280000000000001","56.81","56.92","55.79","56.59","80378300.0","1.1300000000000026","","","0.9002","1.3672","","30.59","31.12","29.76","30.39","323660.0","1.3599999999999994","33.24","33.44","32.52","33.33","11961470.0","0.9199999999999946","147.44","148.35","145.65","147.78","92600.0","2.6999999999999886","58.81","59.44","57.241","58.15","88656.0","2.198999999999998","157.62","158.42","156.05","157.77","17343438.0"
"2011-10-21","123.09","124.12","122.72","123.97","278550463.0","1.4000000000000057","57.17","57.66","56.78","57.3","60455800.0","0.8799999999999955","","","0.8852","1.3873","","31.07","31.1969","30.77","31.08","153175.0","0.4268999999999998","33.92","34.31","33.54","33.85","9127310.0","0.7700000000000031","149.53","149.772","148.93","149.561","39600.0","0.8419999999999845","61.05","61.53","60.61","60.99","102728.0","0.9200000000000016","159.99","160.45","158.94","159.52","13334206.0"
"2011-10-24","124.17","125.8","124.06","125.49","202222735.0","1.7399999999999949","57.52","58.65","57.3105","58.49","61449500.0","1.339500000000001","","","0.8804","1.3932","","31.2","31.84","31.2","31.5","233090.0","0.6400000000000006","34.04","35.47","34.02","35.38","16593807.0","1.4499999999999955","151.4","153.14","151.4","152.82","90400.0","1.739999999999981","62.0","63.88","62.0","63.192","125687.0","1.8800000000000023","160.55","161.33","160.22","161.02","10174003.0"
"2011-10-25","124.89","124.95","122.78","123.05","263858308.0","2.1700000000000017","58.27","58.32","57.22","57.34","65299200.0","1.1000000000000014","","","0.8794","1.3911","","31.45","33.1699","31.17","33.09","743534.0","1.999899999999997","36.04","36.49","35.61","35.8","23519105.0","0.8800000000000026","152.97","155.21","152.1","154.49","136300.0","3.1100000000000136","63.0","64.68","62.495","63.53","128355.0","2.1850000000000094","161.24","166.34","160.4088","165.59","22086538.0"
"2011-10-26","124.35","124.77","122.21","124.3","288582522.0","2.5600000000000023","57.65","57.78","56.2126","57.27","98193800.0","1.5673999999999992","","","0.8841","1.3838","","33.51","33.5892","32.91","33.15","342239.0","0.6792000000000016","35.84","35.89","34.7499","35.06","17931477.0","1.140100000000004","157.38","157.96","156.7","157.95","98600.0","1.260000000000019","65.0","65.21","63.46","64.01","79237.0","1.749999999999993","167.03","168.05","166.42","167.4","17085909.0"
"2011-10-27","127.63","129.42","126.61","128.63","393288897.0","2.809999999999988","58.64","59.2","58.03","58.85","104455500.0","1.1700000000000017","","","0.8609","1.4172","","33.67","35.14","33.436","33.6","596264.0","1.7040000000000006","36.0101","36.38","35.73","36.21","12164153.0","0.6500000000000057","159.99","162.4625","159.34","159.79","190100.0","3.1225000000000023","66.13","66.598","65.7","65.87","131034.0","0.8979999999999961","167.59","170.29","166.65","169.94","15879731.0"
"2011-10-28","128.0","128.85","127.8","128.6","225439234.0","1.0499999999999972","58.5","59.01","58.5","58.94","42950000.0","0.509999999999998","","","0.8625","1.4164","","34.96","35.09","34.51","34.96","395053.0","0.5800000000000054","35.66","36.24","35.59","36.03","8184626.0","0.6499999999999986","161.57","163.348","161.46","162.84","54500.0","1.8880000000000048","65.46","66.26","65.22","65.62","66711.0","1.0400000000000065","169.64","169.94","168.75","169.62","9362855.0"
"2011-10-31","127.16","128.62","125.32","125.5","227488415.0","3.300000000000012","58.41","58.64","57.91","57.95","60520200.0","0.730000000000004","","","0.8706","1.3947","","34.27","34.2968","33.93","34.13","323150.0","0.3667999999999978","35.46","36.1","35.27","35.74","9607416.0","0.8299999999999983","159.8","160.01","158.17","158.43","70800.0","1.8400000000000036","64.6","65.26","63.91","64.135","102257.0","1.3500000000000083","167.76","168.16","166.91","167.34","8431542.0"
"2011-11-01","122.03","123.51","121.52","122.0","414920750.0","1.990000000000009","56.56","57.9064","56.12","56.44","99933000.0","1.7864000000000004","0.08","227.169","0.8901","1.3676","","32.37","33.43","32.16","33.05","770975.0","1.2700000000000031","34.63","35.61","34.54","35.2","15521261.0","1.0700000000000005","154.78","157.5425","154.38","157.24","115500.0","3.1624999999999943","62.08","63.63","61.8545","62.88","149977.0","1.775500000000001","164.03","167.41","163.61","167.38","15313594.0"
"2011-11-02","123.83","124.4","122.79","123.99","244533108.0","1.6099999999999994","57.01","57.16","56.385","56.92","65003800.0","0.7749999999999986","","","0.8808","1.3803","","33.71","34.21","33.52","33.94","456079.0","0.6899999999999977","36.06","36.16","35.41","35.67","10256885.0","0.75","158.98","159.76","157.8","158.25","87700.0","1.9599999999999795","63.67","64.52","63.63","64.31","98580.0","0.8899999999999935","168.59","169.7386","167.3","169.06","14523008.0"
"2011-11-03","125.27","126.5","123.6","126.25","286049726.0","2.9000000000000057","57.36","58.175","56.71","58.1","78994200.0","1.4649999999999963","","","0.8834","1.3744","","34.47","34.49","33.59","34.3","515111.0","0.8999999999999986","36.13","36.52","35.72","36.32","10873524.0","0.8000000000000043","162.35","162.6992","159.913","162.21","63900.0","2.78619999999998","66.44","66.44","64.28","64.81","85185.0","2.1599999999999966","171.17","172.04","169.9","171.72","17563490.0"
"2011-11-04","125.23","125.7","124.01","125.48","248867478.0","1.6899999999999975","57.79","58.05","57.22","57.8","61527800.0","0.8299999999999983","","","0.888","1.3761","","33.97","34.15","33.6","33.91","340567.0","0.5499999999999972","36.3","36.48","35.859","36.46","9779192.0","0.6209999999999951","161.42","161.94","160.6","161.82","19600.0","1.3400000000000034","64.88","65.095","64.48","64.94","21210.0","0.6149999999999949","171.03","171.34","170.16","170.85","11059795.0"
"2011-11-07","125.39","126.39","124.2","126.26","196176091.0","2.1899999999999977","57.75","58.25","57.17","58.21","65559000.0","1.0799999999999983","","","0.9012","1.3744","","34.35","34.78","34.31","34.76","334932.0","0.4699999999999988","36.73","37.09","36.47","37.09","16316564.0","0.6200000000000045","162.14","164.15","162.12","164.07","93300.0","2.030000000000001","65.32","65.85","65.14","65.62","88067.0","0.7099999999999937","172.85","175.0","172.71","174.98","20123562.0"
"2011-11-08","126.92","128.02","125.71","127.88","224083163.0","2.3100000000000165","58.63","58.98","57.97","58.88","62906900.0","1.009999999999998","","","0.8966","1.3785","","34.67","35.09","34.39","34.7","404301.0","0.7000000000000028","37.26","37.44","36.92","37.43","10870333.0","0.519999999999996","164.4","165.2","164.0","164.13","67200.0","1.1999999999999886","66.61","67.17","66.231","66.65","113076.0","0.9390000000000072","174.35","175.46","172.9","173.53","16053116.0"
"2011-11-09","124.89","125.8","122.86","123.16","336963772.0","2.9399999999999977","57.72","57.83","56.63","56.81","69539000.0","1.1999999999999955","","","0.906","1.3596","","34.45","34.57","33.53","33.82","440374.0","1.0399999999999991","36.85","37.75","36.49","37.0","20241773.0","1.259999999999998","162.9","163.12","160.42","161.16","86900.0","2.700000000000017","65.46","65.53","63.8","64.09","114834.0","1.730000000000004","174.28","174.81","171.61","172.07","12277050.0"
"2011-11-10","124.79","124.94","123.02","124.32","231317470.0","1.9200000000000017","57.4","57.42","56.23","56.78","66052400.0","1.1900000000000048","","","0.9058","1.36","","33.91","33.95","32.92","33.83","563321.0","1.0300000000000011","37.61","37.95","37.2","37.72","12320054.0","0.75","160.97","161.18","158.72","160.35","63700.0","2.460000000000008","63.88","64.567","63.04","63.98","109854.0","1.526999999999994","172.4299","172.59","168.83","171.14","11826666.0"
"2011-11-11","125.83","126.99","125.79","126.66","189673478.0","1.1999999999999886","57.28","58.02","57.2","57.85","54471000.0","0.8200000000000003","","","","","","33.91","34.61","33.8542","34.46","227913.0","0.7558000000000007","37.86","38.26","37.86","38.21","9500189.0","0.3999999999999986","161.52","162.727","161.334","162.52","50900.0","1.393000000000001","64.55","65.6","64.55","65.11","139661.0","1.0499999999999972","172.1","174.05","172.07","173.96","8726622.0"
"2011-11-14","126.19","127.45","124.92","125.46","158964273.0","2.530000000000001","57.69","58.01","57.28","57.49","44617600.0","0.7299999999999969","","","0.9072","1.3625","","34.3","34.3","33.73","34.06","203120.0","0.5700000000000003","37.95","38.05","37.57","37.86","8764153.0","0.4799999999999969","163.27","163.36","161.92","162.46","37700.0","1.440000000000026","65.32","65.9","65.03","65.64","83497.0","0.8700000000000045","173.74","173.86","172.59","173.2","5884521.0"
"2011-11-15","125.17","126.75","124.72","126.08","184179838.0","2.030000000000001","57.34","58.36","57.26","58.13","52203900.0","1.1000000000000014","","","0.9177","1.3524","","34.34","34.56","33.85","34.33","213278.0","0.7100000000000009","38.12","38.57","38.01","38.429","13439236.0","0.5600000000000023","162.2","162.64","161.03","162.03","40900.0","1.6099999999999852","65.57","66.2","64.9941","65.59","68987.0","1.2058999999999995","173.35","173.81","171.9","173.36","9166975.0"
"2011-11-16","124.81","126.34","123.9","124.08","234773689.0","2.4399999999999977","57.73","58.1574","57.06","57.17","68342800.0","1.0974000000000004","","","0.9169","1.3505","","33.82","34.04","33.32","33.5","594832.0","0.7199999999999989","39.35","39.74","39.07","39.34","22513548.0","0.6700000000000017","160.93","161.5","159.759","160.13","62400.0","1.741000000000014","64.5","65.39","63.78","63.99","130727.0","1.6099999999999994","171.63","172.96","170.57","171.51","15090037.0"
"2011-11-17","123.85","124.16","121.23","122.11","330058092.0","2.9299999999999926","57.02","57.04","55.48","55.83","101706900.0","1.5600000000000025","","","0.9167","1.3522","","32.8","32.8485","30.8499","31.28","924441.0","1.9986","39.07","39.22","37.99","38.23","19082882.0","1.2299999999999969","158.56","159.1","155.8","156.68","89900.0","3.299999999999983","62.4","62.522","59.3","59.89","176875.0","3.2220000000000013","170.04","170.3","166.39","167.1","28457067.0"
"2011-11-18","122.5","122.75","121.47","121.98","215045815.0","1.2800000000000011","55.85","55.9","55.3","55.4","60417000.0","0.6000000000000014","","","0.9159","1.3521","","31.72","32.36","31.52","32.05","355369.0","0.8399999999999999","38.38","38.43","37.35","37.82","12308729.0","1.0799999999999983","157.25","157.88","156.44","157.02","84800.0","1.4399999999999975","59.83","60.25","59.02","59.55","136414.0","1.2299999999999969","167.23","168.69","166.6","167.62","14014429.0"
"2011-11-21","120.2","120.35","118.65","119.66","228483956.0","1.6999999999999886","54.68","54.73","53.78","54.34","52283700.0","0.9499999999999956","","","0.9158","1.3525","","31.09","31.47","30.47","31.4","575326.0","1.0","37.41","37.67","36.79","37.59","12832937.0","0.8800000000000026","155.14","155.14","151.88","153.02","203200.0","3.259999999999991","58.53","58.59","57.6","58.11","360544.0","0.990000000000002","166.6099","166.71","162.07","163.5","22012956.0"
